upc,item,brand,segment,week_ending,sub_group,own_lift,peer_net_change,cannibalization_rate,peer_stockout_share
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-20,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,191.8575090464841,-488.43365156460015,2.5458146204027923,0.14285714285714285
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-09-27,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,233.07840069626076,-707.2618564196686,3.0344375725374326,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-10-11,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,113.13486967840572,-425.05512498106225,3.757065581896307,0.2727272727272727
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-11-01,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,87.64737254781721,-1642.4103752973324,18.738843248282123,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-12-13,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,154.4489757589776,-78.0112653438285,0.5050940931169883,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2025-12-27,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,183.49525753874707,-91.92067030525885,0.5009430300172678,0.2857142857142857
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-01-03,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,53.83292044240284,-78.38743769176423,1.4561245618400525,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-02-07,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,149.73072950984925,-17.204217495087807,0.11490104637442589,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,2026-02-14,SFW|HINT (HINT INC)|16 FLUID OUNCE|SINGLE PACK,86.65491469813168,-75.86473547441577,0.8754810473092699,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-01-18,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,1.6402460653656679,57.75739570837383,-35.21264091281188,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-01-25,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,3.9988411266408006,37.47189698058715,-9.370689105637252,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-02-08,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,5.3838217573419,43.407206417162016,-8.062526653667119,0.1111111111111111
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-03-15,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,2.968063068425785,68.53581886060343,-23.091092500589543,0.07692307692307693
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-04-05,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,2.7217060915493825,48.4649709535622,-17.806834876124558,0.18181818181818182
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-04-12,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,1.0841891528992296,39.356491136576146,-36.30039189317932,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-04-19,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,14.583827203360721,80.69395309131224,-5.533112259634905,0.07142857142857142
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-05-17,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,19.555695753766503,56.032111111400305,-2.865257867422503,0.08333333333333333
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-05-24,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,19.49282566835831,33.10114838868369,-1.6981195518726184,0.1
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-05-31,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,21.932485075787156,64.39161399509202,-2.9359014162138215,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-07-19,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,18.254732511299864,21.06179297846888,-1.1537716570446277,0.2727272727272727
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-07-26,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,11.879337100600452,-18.244427561433152,1.535811923420455,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-08-02,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,8.55515415011358,33.760731711829905,-3.946244698744755,0.0
18473900022,HNT RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 12PK 16 FL OZ,HINT (HINT INC),SFW,2025-08-09,SFW|HINT (HINT INC)|16 FLUID OUNCE|MULTI PACK,4.4403263557660395,0.8435259150588816,-0.18996935078060442,0.14285714285714285
